Education;Income;Kidhome;Teenhome;Recency;Wines;Fruits;Meat;Fish;Sweets;Gold;NumDealsPurchases;NumWebPurchases;NumCatalogPurchases;NumStorePurchases;NumWebVisitsMonth;Customer_For;Age;Spent;Living_With;Children;Family_Size;Is_Parent
-0.893586198;-0.523631386;-0.822753543;0.908097084;0.690494926;-0.104634158;-0.587127886;-0.624564967;0.024676305;-0.512309938;1.065360872;2.429954105;1.062109603;-0.571339588;-0.248141315;1.104543385;0.49830683;1.531218413;-0.271039633;0.740958574;0.069987289;0.449070041;0.632455532
-0.893586198;-1.550467957;-0.822753543;-0.929698661;1.381661646;-0.887443933;-0.561961199;-0.633485423;-0.413602603;-0.366259514;-0.598233571;-0.168701126;-0.761664999;-0.571339588;-0.863487265;0.692180521;0.691856138;-0.007380763;-0.883612663;-1.349603116;-1.264597919;-1.758358693;-1.58113883
-0.893586198;0.065057272;1.040021112;0.908097084;-1.555796914;-0.392257446;-0.561961199;-0.611184284;-0.632742056;-0.512309938;-0.056598171;0.870760966;0.332599762;-0.571339588;-0.55581429;0.692180521;0.197230128;-0.605724886;-0.581476371;0.740958574;1.404572498;1.552784407;0.632455532
-0.893586198;-0.631844163;1.040021112;-0.929698661;-0.795513522;-0.798488277;-0.612294573;-0.557661551;-0.322294497;-0.147183877;-0.656265935;-0.168701126;-0.761664999;-0.571339588;-0.55581429;-0.957270933;0.180025745;-1.716935402;-0.79064765;0.740958574;0.069987289;0.449070041;0.632455532
0.5716567;1.517450229;-0.822753543;-0.929698661;1.623569998;1.122953899;1.854040756;2.827651318;-0.304032876;0.948194303;-0.84970715;-0.688432172;0.697354683;2.161946529;1.290223561;-1.369633797;-0.572666008;0.334530165;1.767550289;0.740958574;-1.264597919;-0.654644326;-1.58113883
0.5716567;-1.904052857;-0.822753543;-0.929698661;-0.519046834;-0.881513556;-0.561961199;-0.700388839;-0.651003677;-0.609676887;-0.772330664;-0.168701126;-0.396910078;-0.913000352;-0.863487265;-0.132545206;-1.351164337;-1.716935402;-0.958316691;-1.349603116;-1.264597919;-1.758358693;-1.58113883
0.5716567;-0.619763733;-0.822753543;-0.929698661;0.241236558;-0.573133947;-0.234794268;-0.548741095;-0.066631801;-0.12284214;0.871919658;-0.688432172;-0.761664999;0.79530347;-0.863487265;-0.957270933;-0.499547381;0.505485629;-0.480210911;0.740958574;-1.264597919;-0.654644326;-1.58113883
-0.893586198;-0.530182697;-0.822753543;0.908097084;-0.622721842;-0.579064324;-0.662627947;-0.722689978;-0.651003677;-0.658360362;-0.791674785;-0.168701126;-0.761664999;-0.571339588;-0.55581429;-0.132545206;1.182181052;-0.092858495;-0.808908635;0.740958574;0.069987289;0.449070041;0.632455532
0.5716567;-0.248522819;-0.822753543;2.745892828;-1.41756357;-0.620576964;-0.360627703;-0.316809252;-0.084893422;-0.12284214;-0.017909928;1.910223058;-0.032155158;-0.571339588;0.059531661;0.279817657;1.100460233;1.445740681;-0.506772343;-1.349603116;1.404572498;0.449070041;0.632455532
0.5716567;0.775851202;-0.822753543;-0.929698661;-1.555796914;0.523985813;0.193039412;1.355776158;1.485605995;0.996877778;-0.424136478;-0.688432172;-0.396910078;0.79530347;0.982550586;0.692180521;0.610135319;1.958607073;0.977347681;0.740958574;-1.264597919;-0.654644326;-1.58113883
0.5716567;-0.119401605;1.040021112;0.908097084;0.206678222;-0.786627522;-0.662627947;-0.660246789;-0.651003677;-0.634018624;-0.791674785;-0.688432172;-0.761664999;-0.913000352;-0.863487265;0.692180521;-0.207072871;1.531218413;-0.900213558;-1.349603116;1.404572498;0.449070041;0.632455532
0.5716567;0.715263198;-0.822753543;0.908097084;-0.415371826;1.176327293;-0.234794268;-0.071496725;-0.68752692;-0.463626463;-0.172662899;1.390492012;0.332599762;1.136964235;1.905569512;-1.369633797;-0.740408742;-0.092858495;0.507542349;0.740958574;0.069987289;0.449070041;0.632455532
2.036899599;-1.312158239;1.040021112;-0.929698661;0.932403278;-0.887443933;-0.587127886;-0.682547928;-0.413602603;-0.4879682;-0.153318778;0.35102992;-0.396910078;-0.571339588;-1.17116024;0.692180521;0.657447372;-0.605724886;-0.873652126;0.740958574;0.069987289;0.449070041;0.632455532
-0.893586198;-0.44278543;-0.822753543;0.908097084;1.727245006;-0.742149694;-0.662627947;-0.71822975;-0.651003677;-0.658360362;-0.772330664;-0.168701126;-1.126419919;-0.571339588;-0.863487265;-0.132545206;-2.056544037;-0.34929169;-0.896893379;-1.349603116;0.069987289;-0.654644326;0.632455532
0.5716567;-0.139891874;-0.822753543;-0.929698661;0.13756155;0.390552329;-0.461294451;0.173815802;2.234332461;0.534384768;-0.037254049;-0.168701126;1.062109603;2.503607293;-0.248141315;0.279817657;0.82088901;2.215040269;0.489281364;-1.349603116;-1.264597919;-1.758358693;-1.58113883
-0.893586198;1.303394297;-0.822753543;0.908097084;-1.59035525;0.343109312;1.250040267;1.645690962;0.809926013;3.674468885;1.123393237;-0.168701126;1.426864523;1.136964235;-0.248141315;-0.54490807;0.317660809;-0.947635814;1.307705494;0.740958574;0.069987289;0.449070041;0.632455532
0.5716567;-1.458935466;1.040021112;-0.929698661;1.34710331;-0.866687613;-0.63746126;-0.615644512;-0.632742056;-0.658360362;-0.7142983;-0.168701126;-0.761664999;-0.913000352;-0.863487265;1.104543385;-0.619978062;-1.375024474;-0.920134632;0.740958574;0.069987289;0.449070041;0.632455532
-0.893586198;-1.392260784;-0.822753543;0.908097084;-1.555796914;-0.878548367;-0.662627947;-0.71822975;-0.632742056;-0.634018624;-0.791674785;-0.688432172;-1.491174839;-0.913000352;-0.863487265;-0.132545206;0.859598872;1.018352021;-0.971597407;0.740958574;0.069987289;0.449070041;0.632455532
0.5716567;-2.065698306;1.040021112;-0.929698661;-1.037421874;-0.896339499;-0.63746126;-0.700388839;-0.632742056;-0.609676887;-0.617577692;0.35102992;-0.761664999;-0.913000352;-0.863487265;-0.132545206;0.653146276;-0.520247154;-0.956656601;0.740958574;0.069987289;0.449070041;0.632455532
-0.893586198;1.300141874;-0.822753543;-0.929698661;0.794169934;-0.540516873;3.464708727;0.441429467;3.457861077;0.071891759;2.51616998;-0.688432172;-0.761664999;0.453642706;0.982550586;-1.78199666;-1.510304879;-0.605724886;0.625408704;-1.349603116;-1.264597919;-1.758358693;-1.58113883
2.036899599;-2.065698306;-0.822753543;-0.929698661;-0.864630194;-0.896339499;-0.209627581;-0.682547928;-0.413602603;-0.12284214;0.117498922;0.35102992;-0.396910078;-0.571339588;-0.863487265;1.516906248;1.306912828;-2.315279526;-0.805588456;0.740958574;-1.264597919;-0.654644326;-1.58113883
-0.893586198;-0.475356129;1.040021112;-0.929698661;1.485336654;-0.866687613;-0.511627825;-0.6780877;-0.632742056;-0.536651675;-0.598233571;-0.688432172;-0.761664999;-0.913000352;-1.17116024;1.929269112;0.210133416;0.078096969;-0.916814453;0.740958574;0.069987289;0.449070041;0.632455532
0.5716567;0.956732413;1.040021112;0.908097084;-0.346255154;1.544010672;0.595706404;0.668901083;0.225554137;0.266625657;-0.114630535;3.469416197;0.332599762;-0.229678823;1.905569512;1.104543385;1.440246796;1.274785217;1.181538691;0.740958574;1.404572498;1.552784407;0.632455532
-0.893586198;0.628516416;-0.822753543;0.908097084;-0.691838514;-0.178763871;-0.184460894;-0.187462647;-0.011846938;0.97253604;-0.57888945;-0.688432172;-0.032155158;-0.229678823;1.290223561;-1.369633797;-2.198480197;1.018352021;-0.166453993;-1.349603116;0.069987289;-0.654644326;0.632455532
0.5716567;1.263064246;-0.822753543;-0.929698661;-1.624913586;1.022137488;0.268539473;2.733986535;-0.194463149;3.406709774;-0.230695264;-0.688432172;0.697354683;2.161946529;2.213242487;-0.957270933;1.057449276;0.420007897;1.802412168;0.740958574;-1.264597919;-0.654644326;-1.58113883
-0.893586198;-0.75125457;1.040021112;-0.929698661;0.172119886;-0.869652802;-0.511627825;-0.655786561;-0.139678286;-0.634018624;-0.791674785;-0.168701126;-0.761664999;-0.913000352;-0.863487265;0.692180521;0.691856138;-0.691202618;-0.888592931;-1.349603116;0.069987289;-0.654644326;0.632455532
-0.893586198;1.422851167;-0.822753543;-0.929698661;0.172119886;0.607011092;2.357374497;1.708134151;2.161285977;0.315309132;3.812226116;-0.688432172;-0.032155158;2.161946529;0.367204636;-1.78199666;-1.544713645;-0.691202618;1.676245365;-1.349603116;-1.264597919;-1.758358693;-1.58113883
-0.893586198;0.669729268;1.040021112;0.908097084;0.275794894;0.067346778;-0.436127764;-0.191922875;-0.468387466;-0.074158665;1.258802087;2.429954105;-0.032155158;-0.229678823;1.290223561;-0.957270933;-0.632881349;-0.77668035;-0.002105132;0.740958574;1.404572498;1.552784407;0.632455532
0.5716567;1.413651455;-0.822753543;-0.929698661;0.206678222;2.012510462;0.620873091;1.181827275;2.599564884;2.262648119;2.825675923;-0.688432172;-0.396910078;2.503607293;2.213242487;-1.78199666;1.010137222;1.189307485;2.2406758;0.740958574;-1.264597919;-0.654644326;-1.58113883
-0.893586198;0.851586206;-0.822753543;-0.929698661;-0.657280178;-0.030504444;0.218206099;1.404838663;1.522129237;2.262648119;-0.075942292;-0.688432172;0.332599762;0.79530347;1.290223561;-0.957270933;0.678952851;0.249052433;0.806358461;-1.349603116;-1.264597919;-1.758358693;-1.58113883
-0.893586198;-1.116083563;1.040021112;-0.929698661;-0.622721842;-0.866687613;-0.662627947;-0.709309295;-0.651003677;-0.634018624;-0.752986542;-0.688432172;-1.126419919;-0.913000352;-0.55581429;-0.957270933;-1.247938039;-1.63145767;-0.95997678;-1.349603116;0.069987289;-0.654644326;0.632455532
0.5716567;0.185629258;-0.822753543;0.908097084;0.48314491;0.420204214;-0.662627947;-0.620104739;-0.68752692;-0.658360362;-0.017909928;0.35102992;1.426864523;-0.229678823;0.059531661;0.692180521;-1.007076678;0.078096969;-0.148193009;0.740958574;0.069987289;0.449070041;0.632455532
0.5716567;1.106669137;-0.822753543;-0.929698661;-1.279330226;1.205979178;-0.008294084;1.654611418;0.572524938;-0.341917776;0.697822565;-0.688432172;-0.396910078;1.136964235;1.597896537;-1.78199666;0.412284915;-1.118591278;1.379089343;-1.349603116;-1.264597919;-1.758358693;-1.58113883
-0.893586198;0.682738962;1.040021112;0.908097084;-1.07198021;0.435030157;-0.209627581;-0.290047885;-0.395340981;-0.220209089;-0.733642421;0.870760966;-0.032155158;-0.229678823;1.905569512;-0.957270933;1.582182955;-0.520247154;0.007855405;0.740958574;1.404572498;1.552784407;0.632455532
-0.893586198;0.458321739;-0.822753543;0.908097084;-0.795513522;0.645558544;-0.486461138;-0.147320597;-0.011846938;-0.317576039;2.419449373;0.870760966;1.426864523;-0.229678823;1.290223561;0.692180521;0.61873751;1.445740681;0.459399753;-1.349603116;0.069987289;-0.654644326;0.632455532
0.5716567;0.730456662;-0.822753543;0.908097084;-1.41756357;0.71375788;-0.662627947;-0.530900184;-0.68752692;-0.512309938;-0.733642421;-0.688432172;1.062109603;0.111981941;0.674877611;-0.132545206;-0.503848477;1.531218413;-0.002105132;-1.349603116;0.069987289;-0.654644326;0.632455532
-0.893586198;0.869195757;-0.822753543;-0.929698661;-0.691838514;0.274909976;0.344039534;0.891912471;1.485605995;2.311331594;-0.269383507;-0.688432172;1.062109603;0.453642706;-0.55581429;-0.54490807;0.128412597;1.787651609;0.778136939;0.740958574;-1.264597919;-0.654644326;-1.58113883
-0.893586198;-1.219092463;1.040021112;-0.929698661;0.897844942;-0.902269876;-0.587127886;-0.71822975;-0.632742056;-0.512309938;-0.559545328;-0.688432172;-1.126419919;-0.571339588;-1.17116024;0.692180521;0.223036703;-0.178336227;-0.951676333;0.740958574;0.069987289;0.449070041;0.632455532
-0.893586198;-0.905326519;1.040021112;0.908097084;-1.694030258;-0.875583179;-0.662627947;-0.740530889;-0.68752692;-0.658360362;-0.84970715;-0.688432172;-1.126419919;-0.913000352;-1.17116024;0.692180521;-2.069447325;0.163574701;-0.989858391;0.740958574;1.404572498;1.552784407;0.632455532
2.036899599;1.683602607;-0.822753543;0.908097084;-1.037421874;1.134814653;-0.310294329;0.633219261;2.983058928;-0.074158665;-0.114630535;-0.688432172;2.521129285;2.503607293;1.290223561;-0.132545206;-1.07589421;-0.862158082;1.106834663;-1.349603116;0.069987289;-0.654644326;0.632455532
-0.893586198;0.796248543;-0.822753543;0.908097084;-1.555796914;-0.172833494;0.570539717;-0.035814903;-0.559695572;1.3376621;1.258802087;-0.688432172;0.332599762;-0.229678823;1.290223561;-0.54490807;-0.331804647;0.932874289;0.075919075;0.740958574;0.069987289;0.449070041;0.632455532
-0.893586198;1.06378361;1.040021112;2.745892828;1.416219982;1.632966328;0.822206588;1.427139802;0.371647106;0.047550021;0.562413715;2.429954105;-0.761664999;0.79530347;-0.248141315;-0.132545206;-0.099545477;-0.092858495;1.584940442;0.740958574;2.739157707;2.656498774;0.632455532
0.5716567;0.698443522;-0.822753543;-0.929698661;-1.659471922;0.565498453;0.243372786;1.306713652;2.763919474;0.802143879;-0.617577692;0.35102992;-0.032155158;1.820285764;0.059531661;-0.957270933;1.05314818;1.274785217;1.071972783;0.740958574;-1.264597919;-0.654644326;-1.58113883
-0.893586198;0.607375663;-0.822753543;0.908097084;-0.691838514;-0.14021642;2.030207566;0.552935161;0.846449255;0.24228392;0.813887294;0.870760966;2.156374364;0.111981941;2.213242487;0.692180521;0.502607926;0.847396557;0.424537873;0.740958574;0.069987289;0.449070041;0.632455532
0.5716567;0.402937613;1.040021112;0.908097084;1.34710331;0.770096462;-0.511627825;-0.455076312;-0.68752692;-0.512309938;-0.482168842;1.390492012;1.791619444;-0.229678823;0.674877611;0.692180521;0.29615533;-0.520247154;0.089199792;0.740958574;1.404572498;1.552784407;0.632455532
-0.893586198;-1.097777065;-0.822753543;-0.929698661;0.31035323;-0.863722425;-0.410961077;-0.687008156;-0.614480435;-0.293234302;-0.675610057;-0.688432172;-0.761664999;-0.571339588;-0.55581429;-1.369633797;-1.256540231;1.445740681;-0.900213558;0.740958574;-1.264597919;-0.654644326;-1.58113883
-0.893586198;-0.544214581;1.040021112;-0.929698661;0.65593659;-0.899304687;-0.63746126;-0.71822975;-0.651003677;-0.634018624;-0.830363028;-0.688432172;-1.126419919;-0.913000352;-1.17116024;0.279817657;0.88110435;-0.691202618;-0.986538212;-1.349603116;0.069987289;-0.654644326;0.632455532
0.5716567;1.082229498;-0.822753543;-0.929698661;-0.519046834;1.232665875;2.130874314;3.38071956;1.08385033;-0.220209089;-0.501512964;-0.688432172;1.062109603;1.136964235;-0.248141315;-0.132545206;1.371429264;-0.263813958;2.129449802;0.740958574;-1.264597919;-0.654644326;-1.58113883
-0.893586198;1.108899371;-0.822753543;-0.929698661;-0.311696818;2.154839512;1.979874191;2.729526307;1.814315175;1.897522059;0.136843043;-1.208163219;0.332599762;1.820285764;0.982550586;-0.54490807;0.919814212;-0.605724886;2.659018357;-1.349603116;-1.264597919;-1.758358693;-1.58113883
2.036899599;-1.190982231;-0.822753543;-0.929698661;-1.279330226;-0.902269876;-0.662627947;-0.722689978;-0.68752692;-0.58533515;-0.675610057;-0.688432172;-1.491174839;-0.913000352;-0.863487265;-0.957270933;0.403682724;-0.605724886;-0.978237765;0.740958574;-1.264597919;-0.654644326;-1.58113883
-0.893586198;0.189903872;-0.822753543;-0.929698661;-1.383005234;0.805678725;-0.662627947;-0.45953654;-0.68752692;-0.658360362;0.136843043;-0.168701126;2.156374364;-0.571339588;0.674877611;1.104543385;0.691856138;0.334530165;0.140662566;0.740958574;-1.264597919;-0.654644326;-1.58113883
-0.893586198;-1.031427625;1.040021112;-0.929698661;1.312544974;-0.715462997;-0.561961199;-0.441695629;-0.559695572;-0.536651675;-0.520857085;0.870760966;-0.396910078;-0.571339588;-0.55581429;1.104543385;1.362827073;-1.375024474;-0.734204607;-1.349603116;0.069987289;-0.654644326;0.632455532
-0.893586198;-1.192004421;1.040021112;-0.929698661;-1.521238578;-0.89337431;-0.63746126;-0.722689978;-0.651003677;-0.658360362;-0.772330664;-0.688432172;-1.126419919;-0.913000352;-1.17116024;0.692180521;0.081100543;-0.007380763;-0.981557944;0.740958574;0.069987289;0.449070041;0.632455532
2.036899599;-1.319545886;1.040021112;-0.929698661;1.312544974;-0.831105351;-0.536794512;-0.660246789;-0.559695572;-0.658360362;-0.404792357;0.35102992;-0.396910078;-0.913000352;-0.863487265;0.692180521;0.545618883;-0.34929169;-0.876972305;0.740958574;0.069987289;0.449070041;0.632455532
0.5716567;-0.619763733;-0.822753543;-0.929698661;0.241236558;-0.573133947;-0.234794268;-0.548741095;-0.066631801;-0.12284214;0.871919658;-0.688432172;-0.761664999;0.79530347;-0.863487265;-0.957270933;-0.499547381;0.505485629;-0.480210911;0.740958574;-1.264597919;-0.654644326;-1.58113883
-0.893586198;1.366119608;-0.822753543;-0.929698661;-1.07198021;-0.421909332;-0.083794146;1.146145453;-0.194463149;0.923852566;0.620446079;-0.688432172;-0.396910078;2.503607293;2.213242487;-1.78199666;-0.981270103;-1.545979938;0.283430265;-1.349603116;-1.264597919;-1.758358693;-1.58113883
-0.893586198;-1.046295847;1.040021112;0.908097084;1.589011662;-0.854826859;-0.461294451;-0.682547928;-0.504910708;-0.560993412;-0.791674785;-0.168701126;-1.126419919;-0.913000352;-0.55581429;0.692180521;-0.512450668;0.761918825;-0.915154363;0.740958574;1.404572498;1.552784407;0.632455532
0.5716567;-0.735085379;1.040021112;0.908097084;-0.03523013;-0.519760554;-0.662627947;-0.673627473;-0.68752692;-0.658360362;-0.752986542;1.390492012;-0.396910078;-0.571339588;-0.55581429;0.692180521;-0.017824659;-0.092858495;-0.75744586;0.740958574;1.404572498;1.552784407;0.632455532
-0.893586198;-0.072984875;-0.822753543;0.908097084;-1.59035525;-0.03940001;-0.511627825;-0.57996269;-0.68752692;-0.58533515;-0.192007021;0.870760966;0.697354683;-0.571339588;0.059531661;0.692180521;-1.376970911;1.018352021;-0.390566077;-1.349603116;0.069987289;-0.654644326;0.632455532
-0.893586198;1.283972683;-0.822753543;-0.929698661;0.725053262;0.132580926;0.847373275;1.78841825;1.321251405;2.579090705;1.955190458;-0.688432172;0.332599762;1.136964235;0.367204636;-1.369633797;-2.198480197;-0.34929169;1.259562898;0.740958574;-1.264597919;-0.654644326;-1.58113883
-0.893586198;0.103110627;-0.822753543;0.908097084;1.036078286;-0.504934611;-0.436127764;-0.571042234;-0.614480435;-0.658360362;-0.7142983;-0.688432172;-0.761664999;-0.229678823;-0.248141315;-1.369633797;-0.830731753;0.163574701;-0.686062011;0.740958574;0.069987289;0.449070041;0.632455532
0.5716567;-0.444411642;1.040021112;-0.929698661;0.690494926;-0.860757236;-0.612294573;-0.700388839;-0.68752692;-0.634018624;-0.772330664;-0.688432172;-1.126419919;-0.913000352;-0.863487265;0.692180521;-1.093098593;-0.263813958;-0.954996512;-1.349603116;0.069987289;-0.654644326;0.632455532
0.5716567;-1.316432852;1.040021112;-0.929698661;1.208869966;-0.825174974;-0.612294573;-0.682547928;-0.68752692;-0.658360362;-0.84970715;0.35102992;-0.396910078;-0.571339588;-0.863487265;-0.132545206;-1.359766528;-0.092858495;-0.936735527;0.740958574;0.069987289;0.449070041;0.632455532
-0.893586198;-1.015815992;1.040021112;-0.929698661;-0.657280178;-0.890409121;-0.587127886;-0.695928611;-0.468387466;-0.536651675;-0.675610057;-0.688432172;-0.761664999;-0.913000352;-0.863487265;0.279817657;-1.351164337;-1.20406901;-0.933415348;0.740958574;0.069987289;0.449070041;0.632455532
-0.893586198;-0.187841889;-0.822753543;0.908097084;0.794169934;0.59218515;-0.662627947;-0.629025195;-0.68752692;-0.658360362;0.601101958;1.390492012;1.062109603;0.453642706;0.059531661;0.279817657;0.997233935;0.761918825;-0.002105132;-1.349603116;0.069987289;-0.654644326;0.632455532
-0.893586198;-0.006774825;1.040021112;0.908097084;-0.415371826;-0.754010448;-0.612294573;-0.713769522;-0.68752692;-0.634018624;-0.811018907;-0.168701126;-0.761664999;-0.913000352;-0.863487265;0.692180521;-0.495246285;-0.263813958;-0.903533737;-1.349603116;1.404572498;0.449070041;0.632455532
2.036899599;1.233049023;-0.822753543;-0.929698661;-0.173463474;-0.291441036;-0.008294084;1.248730692;0.682094665;-0.658360362;3.46403193;-0.688432172;0.332599762;1.478624999;1.905569512;-1.369633797;0.777878053;1.531218413;0.615448167;0.740958574;-1.264597919;-0.654644326;-1.58113883
